Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
The Recruit , movie , USA , Roger Donaldson , English  Persian  Russian , A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency. , 56 , Action  Thriller , 6.6 , 31 Jan 2003 , PG-13 , 2 nominations. , Al Pacino  Colin Farrell  Bridget Moynahan  Gabriel Macht , https://m.media-amazon.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1_SX300.jpg
People I Know , movie , USA  Germany , Daniel Algrant , English , A New York press agent must scramble when his major client becomes embroiled in a huge scandal. , 53 , Crime  Drama , 5.5 , 21 Nov 2002 , R , N/A , Al Pacino  Kim Basinger  Ryan O'Neal  T�a Leoni , https://m.media-amazon.com/images/M/MV5BZjMzNjg4N2EtYmUwNi00NzMxLTkzZTQtNGZmMWYzMGY2NzE4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
S1m0ne , movie , USA , Andrew Niccol , English , A producer's film is endangered when his star walks off  so he decides to digitally create an actress to substitute for the star  becoming an overnight sensation that everyone thinks is a real person. , 49 , Comedy  Drama  Sci-Fi , 6.1 , 23 Aug 2002 , PG-13 , 1 nomination. , Al Pacino  Benjamin Salisbury  Winona Ryder  Darnell Williams , https://m.media-amazon.com/images/M/MV5BNjZmNjhjMGUtYmNmYi00MGYyLTk0YTItOWM4MmVmMDIwNmU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Insomnia , movie , USA  UK , Christopher Nolan , English , Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen. , 78 , Drama  Mystery  Thriller , 7.2 , 24 May 2002 , R , 1 win & 10 nominations. , Al Pacino  Martin Donovan  Oliver 'Ole' Zemen  Hilary Swank , https://m.media-amazon.com/images/M/MV5BYzlkZTEyYjUtMTY5NS00ZjU0LTk5OTYtM2M0ZDg1NmNjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Chinese Coffee , movie , USA , Al Pacino , English , Harry and Jake  two unsuccessful writers  spend a cathartic evening arguing about money  aesthetics  their friendship  and Harry's new manuscript. , N/A , Drama , 7.1 , 02 Sep 2000 , R , N/A , Al Pacino  Jerry Orbach  Susan Floyd  Ellen McElduff , https://m.media-amazon.com/images/M/MV5BYWExZTkzZmYtODg0ZS00OGFjLWFlY2ItOTliNWZkOTA0NDRiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Any Given Sunday , movie , USA , Oliver Stone , English , A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them. , 52 , Drama  Sport , 6.9 , 22 Dec 1999 , R , 3 wins & 9 nominations. , Al Pacino  Cameron Diaz  Dennis Quaid  James Woods , https://m.media-amazon.com/images/M/MV5BZDk2YTQxZjUtYzJkYi00MTk4LTk4NDAtZmQ3ZGQwMDQxY2ZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Insider , movie , USA , Michael Mann , English  Japanese  Arabic  Persian , A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes (1968) expos� on Big Tobacco. , 84 , Biography  Drama  Thriller , 7.8 , 05 Nov 1999 , R , Nominated for 7 Oscars. Another 23 wins & 50 nominations. , Al Pacino  Russell Crowe  Christopher Plummer  Diane Venora , https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Devil's Advocate , movie , USA  Germany , Taylor Hackford , English  German  Italian  Mandarin  Spanish , An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date. , 60 , Drama  Mystery  Thriller , 7.5 , 17 Oct 1997 , R , 1 win & 5 nominations. , Keanu Reeves  Al Pacino  Charlize Theron  Jeffrey Jones , https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Donnie Brasco , movie , USA , Mike Newell , English  Italian  Japanese , An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life  at the expense of his regular one. , 76 , Biography  Crime  Drama , 7.7 , 28 Feb 1997 , R , Nominated for 1 Oscar. Another 2 wins & 15 nominations. , Al Pacino  Johnny Depp  Michael Madsen  Bruno Kirby , https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
City Hall , movie , USA , Harold Becker , English , The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor  and unexpectedly far-reaching consequences. , N/A , Drama  Thriller , 6.2 , 16 Feb 1996 , R , 1 nomination. , Al Pacino  John Cusack  Bridget Fonda  Danny Aiello , https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Heat , movie , USA , Michael Mann , English  Spanish , A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist. , 76 , Crime  Drama  Thriller , 8.2 , 15 Dec 1995 , R , 14 nominations. , Al Pacino  Robert De Niro  Val Kilmer  Jon Voight , https://m.media-amazon.com/images/M/MV5BNDc0YTQ5NGEtM2NkYS00MWRhLThiNzAtNmY3NWU3YzNkMjIyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Two Bits , movie , USA , James Foley , English , It's a hot summer day in 1933 in South Philly  where 12-year old Gennaro lives with his widowed mom and his ailing grandpa  who sits outside holding tight to his last quarter  which he's ... , N/A , Drama , 6.2 , 22 Nov 1995 , PG-13 , 1 win & 2 nominations. , Jerry Barone  Mary Elizabeth Mastrantonio  Al Pacino  Patrick Borriello , https://m.media-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Carlito's Way , movie , USA , Brian De Palma , English  Spanish , A Puerto Rican former convict  just released from prison  pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C. , 65 , Crime  Drama  Thriller , 7.9 , 12 Nov 1993 , R , Nominated for 2 Golden Globes. Another 2 wins & 6 nominations. , Al Pacino  Sean Penn  Penelope Ann Miller  John Leguizamo , https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Scent of a Woman , movie , USA , Martin Brest , English , A prep school student needing money agrees to "babysit" a blind man  but the job is not at all what he anticipated. , 59 , Drama , 8.0 , 08 Jan 1993 , R , Won 1 Oscar. Another 5 wins & 14 nominations. , Al Pacino  Chris O'Donnell  James Rebhorn  Gabrielle Anwar , https://m.media-amazon.com/images/M/MV5BZTM3ZjA3NTctZThkYy00ODYyLTk2ZjItZmE0MmZlMTk3YjQwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Glengarry Glen Ross , movie , USA , James Foley , English , An examination of the machinations behind the scenes at a real estate office. , 80 , Crime  Drama  Mystery , 7.7 , 02 Oct 1992 , R , Nominated for 1 Oscar. Another 8 wins & 12 nominations. , Al Pacino  Jack Lemmon  Alec Baldwin  Alan Arkin , https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
Frankie and Johnny , movie , USA , Garry Marshall , English , Johnny has just been released from prison  and gets a job in a caf� beside waitress Frankie. Frankie is a bit of a loner  but Johnny is determined their romance will blossom. , 66 , Comedy  Drama  Romance , 6.7 , 11 Oct 1991 , R , Nominated for 1 Golden Globe. Another 4 wins & 1 nomination. , Al Pacino  Michelle Pfeiffer  Hector Elizondo  Nathan Lane , https://m.media-amazon.com/images/M/MV5BMzA4Y2QyODMtNzBiYi00OGYwLTkxZjQtNjZmZGI3ZTc4NTk0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Godfather: Part III , movie , USA , Francis Ford Coppola , English  Italian  German  Latin , In the midst of trying to legitimize his business dealings in New York City and Italy in 1979  aging Mafia Don Michael Corleone seeks to avow for his sins  while taking his nephew Vincent Mancini under his wing. , 60 , Crime  Drama , 7.6 , 25 Dec 1990 , R , Nominated for 7 Oscars. Another 6 wins & 16 nominations. , Al Pacino  Diane Keaton  Talia Shire  Andy Garcia , https://m.media-amazon.com/images/M/MV5BNTc1YjhiNzktMjEyNS00YmNhLWExYjItZDhkNWJjZjYxOWZiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Dick Tracy , movie , USA , Warren Beatty , English , The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob. , N/A , Action  Comedy  Crime  Music  Romance  Thriller , 6.1 , 15 Jun 1990 , PG , Won 3 Oscars. Another 6 wins & 36 nominations. , Warren Beatty  Charlie Korsmo  Michael Donovan O'Donnell  Jim Wilkey , https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Local Stigmatic , movie , USA , David F. Wheeler , English , Two symbiotic sociopaths play obscurely deviant mind games with each other while engaging in perversely brutal acts of violence against victims apparently chosen at random. , N/A , Drama , 6.2 , 01 Mar 1990 , N/A , N/A , Al Pacino  Paul Guilfoyle  Joseph Maher  Michael Higgins , https://m.media-amazon.com/images/M/MV5BYTI2YzY5ZjYtM2FmMi00YTQ3LTk3OWYtNGQ4YTBhOTk0YzQ4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Sea of Love , movie , USA  Canada , Harold Becker , English , A detective investigating a series of murders becomes involved with a woman who may be the culprit. , 66 , Crime  Drama  Mystery  Romance  Thriller , 6.8 , 15 Sep 1989 , R , Nominated for 1 Golden Globe. Another 3 nominations. , Al Pacino  Ellen Barkin  John Goodman  Michael Rooker , https://m.media-amazon.com/images/M/MV5BYjk5MTY0NTYtZTgzMi00NjVlLTk5ZWUtZWNmODUyYTkyNTQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
Revolution , movie , UK  Norway , Hugh Hudson , English , A trapper and his young son get pulled into the American revolution early as unwilling participants and remain involved through to the end. , 22 , Adventure  Drama  History  War , 5.3 , 25 Dec 1985 , PG-13 , 1 win & 4 nominations. , Al Pacino  Donald Sutherland  Nastassja Kinski  Joan Plowright , https://m.media-amazon.com/images/M/MV5BZmZhMmEyNjktZTgxZC00NzQyLTkyZDktYzE1NGE2ZjM2ZDU0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Scarface , movie , USA , Brian De Palma , English  Spanish , In 1980 Miami  a determined Cuban immigrant takes over a drug cartel and succumbs to greed. , 65 , Crime  Drama , 8.3 , 09 Dec 1983 , R , Nominated for 3 Golden Globes. Another 4 nominations. , Al Pacino  Steven Bauer  Michelle Pfeiffer  Mary Elizabeth Mastrantonio , https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Author! Author! , movie , USA , Arthur Hiller , English , While facing the stress of his play being produced on Broadway  a playwright deals with having to raise his son  his stepdaughters  and his stepsons. , N/A , Comedy  Drama  Family  Romance , 6.2 , 18 Jun 1982 , PG , Nominated for 1 Golden Globe. Another 1 nomination. , Al Pacino  Dyan Cannon  Tuesday Weld  Bob Dishy , https://m.media-amazon.com/images/M/MV5BNWFmOTRjYTctMTFjYy00YTcxLWJhZWYtM2JhMTZmZjI3MWYyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Cruising , movie , West Germany  USA , William Friedkin , English , A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men. , 43 , Crime  Drama  Mystery  Thriller , 6.4 , 15 Feb 1980 , R , 5 nominations. , Al Pacino  Paul Sorvino  Karen Allen  Richard Cox , https://m.media-amazon.com/images/M/MV5BYjFmODA1NjItY2NmOS00NTczLThkMWMtMzNlZTNiNmU0NWRiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
And Justice for All , movie , USA , Norman Jewison , English , A lawyer is forced to defend a guilty judge  while defending other innocent clients  and trying to find punishment for the guilty and provide justice for the innocent. , 58 , Crime  Drama  Thriller , 7.4 , 19 Oct 1979 , R , Nominated for 2 Oscars. Another 1 win & 1 nomination. , Al Pacino  Jack Warden  John Forsythe  Lee Strasberg , https://m.media-amazon.com/images/M/MV5BMDk1MTljZjAtZDY5MC00YTAwLTk5MzEtZTMyMjI4YzRmZjcxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Godfather Saga , series , USA , N/A , English , The Godfather (1972) and The Godfather: Part II (1974) were re-edited together in chronological order with additional footage added. , N/A , Crime  Drama  Thriller , 9.5 , 12 Nov 1977 , N/A , N/A , Marlon Brando  Al Pacino  Robert Duvall  James Caan , https://m.media-amazon.com/images/M/MV5BNzk3NmZmMjgtMjA4NS00MjdkLTlkZmMtZGFkMDAyNWU4NDdlXkEyXkFqcGdeQXVyODAyNDE3Mw@@._V1_SX300.jpg
Bobby Deerfield , movie , USA , Sydney Pollack , English  French , Bobby Deerfield  a famous American race car driver on the European circuit  falls in love with the enigmatic Lillian Morelli  who is terminally ill. , 47 , Drama  Romance , 5.9 , 03 Nov 1977 , PG , N/A , Al Pacino  Marthe Keller  Anny Duperey  Walter McGinn , https://m.media-amazon.com/images/M/MV5BMTk0MTIzMDEzNV5BMl5BanBnXkFtZTYwNjAwMzQ5._V1_SX300.jpg
Dog Day Afternoon , movie , USA , Sidney Lumet , English , A man robs a bank to pay for his lover's operation  which turns into a hostage situation and a media circus. , 86 , Biography  Crime  Drama  Thriller , 8.0 , 25 Dec 1975 , R , Won 1 Oscar. Another 13 wins & 19 nominations. , Penelope Allen  Sully Boyar  John Cazale  Beulah Garrick , https://m.media-amazon.com/images/M/MV5BMzljMjBhODItYTYyYi00NzMwLTkyZDQtNjQ4MWU0MzhmNDU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
