Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
Beautiful Boy , movie , USA , Felix van Groeningen , English , Based on the best-selling pair of memoirs from father and son David and Nic Sheff  Beautiful Boy chronicles the heartbreaking and inspiring experience of survival  relapse  and recovery in a family coping with addiction over many years. , 62 , Biography  Drama , 7.3 , 25 Oct 2018 , R , Nominated for 1 Golden Globe. Another 9 wins & 27 nominations. , Steve Carell  Maura Tierney  Jack Dylan Grazer  Oakley Bull , https://m.media-amazon.com/images/M/MV5BNjNhNjVjZDQtMzRhMS00YmI2LTkxZmEtMDdkMWU3OWQ2NjNmXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg
Brad's Status , movie , USA , Mike White , English , A father takes his son to tour colleges on the East Coast and meets up with an old friend who makes him feel inferior about his life's choices. , 71 , Comedy  Drama  Music , 6.5 , 15 Sep 2017 , R , 1 win & 2 nominations. , Ben Stiller  Austin Abrams  Jenna Fischer  Michael Sheen , https://m.media-amazon.com/images/M/MV5BNDliZTUwZTktYmJlNC00MGE1LWEwODktNWZiNTRkMGFiNTg1XkEyXkFqcGdeQXVyNjU5NzU3MjE@._V1_SX300.jpg
War Machine , movie , USA , David Michid , English  Pushto , An idiosyncratic general confronts opposition from enemies  allies  and bureaucrats while leading a massive rebuilding operation in Afghanistan. , 56 , Comedy  Drama  War , 6.0 , 26 May 2017 , TV-MA , 3 nominations. , Brad Pitt  Daniel Betts  John Magaro  Emory Cohen , https://m.media-amazon.com/images/M/MV5BMTcyMzgwNDE1M15BMl5BanBnXkFtZTgwMDAzMDM0MjI@._V1_SX300.jpg
Okja , movie , South Korea  USA , Bong Joon Ho , English  Korean  Spanish , A young girl risks everything to prevent a powerful  multinational company from kidnapping her best friend - a fascinating beast named Okja. , 75 , Action  Adventure  Drama  Sci-Fi , 7.3 , 28 Jun 2017 , TV-MA , 7 wins & 20 nominations. , Tilda Swinton  Sheena Kamal  Michael Mitton  Colm Hill , https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_SX300.jpg
The Lost City of Z , movie , USA , James Gray , English  Portuguese  Tupi  Spanish  German , A true-life drama  centering on British explorer Major Percival Fawcett  who disappeared whilst searching for a mysterious city in the Amazon in the 1920s. , 78 , Biography  Drama  History , 6.6 , 21 Apr 2017 , PG-13 , 6 wins & 29 nominations. , Charlie Hunnam  Robert Pattinson  Sienna Miller  Tom Holland , https://m.media-amazon.com/images/M/MV5BNjAyN2QxOTItOGQ0YS00NmQxLWIxMjEtMDdkZmY0NDU5OWUzXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_SX300.jpg
Voyage of Time: The IMAX Experience , movie , USA , Terrence Malick , English , This documentary examines the origins of the universe  including the beginning of life on Earth. , 77 , Documentary  Short , 7.9 , 07 Oct 2016 , G , 1 nomination. , Brad Pitt  Jamal Cavil  Maisha Diatta  Yagazie Emezi , https://m.media-amazon.com/images/M/MV5BNjBiZjg0MjAtODgzNy00ZTZjLTkzMjctYmJmODhmNjY3NmFlXkEyXkFqcGdeQXVyNTkzMDA2ODI@._V1_SX300.jpg
Voyage of Time: Life's Journey , movie , France  Germany  USA , Terrence Malick , English , An exploration into our planetary past and a search for humanity's place in the future. With narration by Cate Blanchett. , 68 , Documentary  Drama , 6.4 , 04 May 2017 , PG-13 , 2 wins & 4 nominations. , Cate Blanchett  Jamal Cavil  Maisha Diatta  Yagazie Emezi , https://m.media-amazon.com/images/M/MV5BMTg2NzU5OTEwNl5BMl5BanBnXkFtZTgwMDkxNjA4OTE@._V1_SX300.jpg
Moonlight , movie , USA , Barry Jenkins , English , A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood  adolescence  and burgeoning adulthood. , 99 , Drama , 7.4 , 18 Nov 2016 , R , Won 3 Oscars. Another 225 wins & 283 nominations. , Mahershala Ali  Shariff Earp  Duan Sanderson  Alex R. Hibbert , https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg
The Big Short , movie , USA , Adam McKay , English , In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is. , 81 , Biography  Comedy  Drama  History , 7.8 , 23 Dec 2015 , R , Won 1 Oscar. Another 37 wins & 80 nominations. , Ryan Gosling  Rudy Eisenzopf  Casey Groves  Charlie Talbert , https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
By the Sea , movie , France  Malta  USA , Angelina Jolie , English  French  Ukrainian , A couple tries to repair their marriage while staying at a hotel in France. , 44 , Drama  Romance , 5.3 , 09 Dec 2015 , R , 1 win & 2 nominations. , Brad Pitt  Angelina Jolie  M�lanie Laurent  Melvil Poupaud , https://m.media-amazon.com/images/M/MV5BMTUyNDU2MDMxM15BMl5BanBnXkFtZTgwMzAzMTk1NjE@._V1_SX300.jpg
Hitting the Apex , movie , USA , Mark Neale , Spanish  Italian  English , 'Hitting the Apex' is the story of six fighters - six of the fastest motorcycle racers the world has ever seen - and of the fates that awaited them at the peak of the sport. , N/A , Documentary  Sport , 8.4 , 23 Sep 2015 , N/A , N/A , Jorge Lorenzo  Jose Manuel Lorenzo  Marc Marquez  Dani Pedrosa , https://m.media-amazon.com/images/M/MV5BODQ3Nzc3NzYxNF5BMl5BanBnXkFtZTgwMTIyOTg2NjE@._V1_SX300.jpg
True Story , movie , USA , Rupert Goold , English  Ibo , When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse. , 50 , Crime  Drama  Mystery  Thriller , 6.3 , 17 Apr 2015 , R , 4 nominations. , Jonah Hill  James Franco  Felicity Jones  Maria Dizzia , https://m.media-amazon.com/images/M/MV5BZWM2ODc1MGYtYjNkMC00MTQ0LTk1ZWYtYWVjYTg3MzhiZWFlXkEyXkFqcGdeQXVyNTUzOTUwMTk@._V1_SX300.jpg
Selma , movie , UK  USA  France , Ava DuVernay , English , A chronicle of Dr. Martin Luther King  Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery  Alabama  in 1965. , 88 , Biography  Drama  History , 7.5 , 09 Jan 2015 , PG-13 , Won 1 Oscar. Another 58 wins & 89 nominations. , David Oyelowo  Carmen Ejogo  Jim France  Trinity Simone , https://m.media-amazon.com/images/M/MV5BZGZkNzFkYTgtYTBkZC00M2MzLWJhNzUtMGE4YzRhYmU2Zjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Fury , movie , USA  China  UK , David Ayer , English  German , A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April  1945. , 64 , Action  Drama  War , 7.6 , 17 Oct 2014 , R , 5 wins & 23 nominations. , Brad Pitt  Shia LaBeouf  Logan Lerman  Michael Pe�a , https://m.media-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_SX300.jpg
P.O.V. , series , USA , N/A , English , POV  a cinema term for "point of view " is television's longest-running showcase for independent non-fiction films. Since 1988  POV has presented more than 300 of the best  boldest and most... , N/A , Documentary , 7.7 , 05 Jul 1988 , N/A , Won 1 Primetime Emmy. Another 30 wins & 79 nominations. , Angela Davis  Deann Borshay  Peter Dinklage  Mohamed Bangura , https://m.media-amazon.com/images/M/MV5BYzk3YmIyMmUtYzFhMy00YWZkLThiMzYtMDVjNTM2NjdlNjg0XkEyXkFqcGdeQXVyMTk1MjQ5OTk@._V1_SX300.jpg
Nightingale , movie , USA , Elliott Lester , English , A lonely war veteran psychologically unravels ahead of an old friend's impending visit. , N/A , Crime  Drama , 6.4 , 17 Jun 2014 , Not Rated , Nominated for 1 Golden Globe. Another 4 wins & 9 nominations. , David Oyelowo  Barlow Jacobs  Heather Storm , https://m.media-amazon.com/images/M/MV5BMmRlNjU4NDMtNjIxOC00M2Q5LTk1OTUtZTlkZDYyYTFjNjg2XkEyXkFqcGdeQXVyNDI0MTYyNzU@._V1_SX300.jpg
The Normal Heart , movie , USA , Ryan Murphy , English , A gay activist attempts to raise H.I.V. and A.I.D.S. awareness during the early 1980s. , N/A , Drama  History  Romance , 7.9 , 25 May 2014 , TV-MA , Won 1 Golden Globe. Another 28 wins & 55 nominations. , Mark Ruffalo  Jonathan Groff  Frank De Julio  William DeMeritt , https://m.media-amazon.com/images/M/MV5BMTAwODQ5MTA0NzBeQTJeQWpwZ15BbWU4MDAyMDg4NzEx._V1_SX300.jpg
Resurrection , series , USA , N/A , English , The lives of the people of Arcadia  Missouri  are forever changed when their deceased loved ones return. , N/A , Drama  Fantasy , 7.3 , 09 Mar 2014 , TV-14 , 1 nomination. , Omar Epps  Frances Fisher  Matt Craven  Devin Kelley , https://m.media-amazon.com/images/M/MV5BMjE2OTQ2Nzk4N15BMl5BanBnXkFtZTgwMTU0MTE5MjE@._V1_SX300.jpg
12 Years a Slave , movie , USA  UK , Steve McQueen , English , In the antebellum United States  Solomon Northup  a free black man from upstate New York  is abducted and sold into slavery. , 96 , Biography  Drama  History , 8.1 , 08 Nov 2013 , R , Won 3 Oscars. Another 237 wins & 333 nominations. , Chiwetel Ejiofor  Dwight Henry  Dickie Gravois  Bryan Batt , https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg
Kick-Ass 2 , movie , UK  USA  Japan , Jeff Wadlow , English , Following Kick-Ass' heroics  other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge  kill Kick-Ass and destroy everything he stands for. , 41 , Action  Adventure  Comedy  Crime  Thriller , 6.5 , 16 Aug 2013 , R , 1 win & 7 nominations. , Aaron Taylor-Johnson  Chlo� Grace Moretz  Morris Chestnut  Claudia Lee , https://m.media-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg
World War Z , movie , USA  UK  Malta , Marc Forster , English  Spanish  Hebrew  Arabic , Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself. , 63 , Action  Adventure  Horror  Sci-Fi , 7.0 , 21 Jun 2013 , PG-13 , 3 wins & 24 nominations. , Brad Pitt  Mireille Enos  Daniella Kertesz  James Badge Dale , https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Big Men , movie , UK  Denmark  USA , Rachel Boynton , English , The film's central story follows a small group of American explorers at Dallas-based oil company Kosmos Energy. Between 2007 and 2011  with unprecedented  independent access  Big Men's ... , 90 , Documentary , 7.2 , 14 Mar 2014 , Not Rated , 2 wins & 6 nominations. , N/A , https://m.media-amazon.com/images/M/MV5BMTc5ODI4MDI0M15BMl5BanBnXkFtZTgwNTYwNzkzMTE@._V1_SX300.jpg
Independent Lens , series , USA , N/A , English , Different celebrity host present a new independent documentary. , N/A , Documentary , 7.8 , 09 Aug 1999 , N/A , Won 1 Primetime Emmy. Another 34 wins & 53 nominations. , America Ferrera  Terrence Howard , https://m.media-amazon.com/images/M/MV5BNGU5MjVhYjUtMGI5Ni00ZGM0LWI5ZWYtYzFjMTRiMGM4OTRlXkEyXkFqcGdeQXVyMjQ5MTA3MQ@@._V1_SX300.jpg
Killing Them Softly , movie , USA , Andrew Dominik , English , Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game  causing the local criminal economy to collapse. , 64 , Crime  Drama  Thriller , 6.2 , 30 Nov 2012 , R , 3 wins & 8 nominations. , Brad Pitt  Scoot McNairy  Ben Mendelsohn  James Gandolfini , https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg
The House I Live In , movie , Netherlands  UK  Germany  Japan  Australia  USA , Eugene Jarecki , English , From the dealer to the narcotics officer  the inmate to the federal judge  a penetrating look inside America's criminal justice system  revealing the profound human rights implications of U.S. drug policy. , 77 , Documentary , 7.9 , 05 Oct 2012 , Not Rated , 4 wins & 3 nominations. , Eugene Jarecki  David Simon  Shanequa Benitez  William Julius Wilson , https://m.media-amazon.com/images/M/MV5BMTk4ODQxNzE4N15BMl5BanBnXkFtZTcwMjY3MjUzOA@@._V1_SX300.jpg
Moneyball , movie , USA , Bennett Miller , English , Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players. , 87 , Biography  Drama  Sport , 7.6 , 23 Sep 2011 , PG-13 , Nominated for 6 Oscars. Another 30 wins & 75 nominations. , Brad Pitt  Jonah Hill  Philip Seymour Hoffman  Robin Wright , https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg
The Tree of Life , movie , USA , Terrence Malick , English , The story of a family in Waco  Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings. , 85 , Drama  Fantasy , 6.8 , 17 May 2011 , PG-13 , Nominated for 3 Oscars. Another 116 wins & 123 nominations. , Brad Pitt  Sean Penn  Jessica Chastain  Hunter McCracken , https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_SX300.jpg
Eat Pray Love , movie , USA , Ryan Murphy , English  Italian  Portuguese , A married woman realizes how unhappy her marriage really is  and that her life needs to go in a different direction. After a painful divorce  she takes off on a round-the-world journey to "find herself". , 50 , Drama  Romance , 5.8 , 13 Aug 2010 , PG-13 , 2 wins & 2 nominations. , Julia Roberts  I. Gusti Ayu Puspawati  Hadi Subiyanto  Billy Crudup , https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg
Kick-Ass , movie , UK  USA , Matthew Vaughn , English , Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero  even though he has no powers  training or meaningful reason to do so. , 66 , Action  Adventure  Comedy  Crime , 7.6 , 16 Apr 2010 , R , 19 wins & 61 nominations. , Aaron Taylor-Johnson  Garrett M. Brown  Evan Peters  Deborah Twiss , https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg
The Time Traveler's Wife , movie , USA , Robert Schwentke , English , A Chicago librarian has a gene that causes him to involuntarily time travel  creating complications in his marriage. , 47 , Drama  Fantasy  Romance  Sci-Fi , 7.1 , 14 Aug 2009 , PG-13 , 1 win & 5 nominations. , Michelle Nolden  Alex Ferris  Arliss Howard  Eric Bana , https://m.media-amazon.com/images/M/MV5BZWNlN2RmZDktNzllNC00NDVlLTllMzgtZGQ1YmRmZThmZjZmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
The Private Lives of Pippa Lee , movie , USA , Rebecca Miller , English , After her much older husband forces a move to a suburban retirement community  Pippa Lee engages in a period of reflection and finds herself heading toward a quiet nervous breakdown. , 49 , Comedy  Drama  Romance , 6.4 , 10 Jul 2009 , R , 1 win & 4 nominations. , Robin Wright  Mike Binder  Alan Arkin  Winona Ryder , https://m.media-amazon.com/images/M/MV5BMTMwMTcxMjQyOF5BMl5BanBnXkFtZTcwODUyODI4Mg@@._V1_SX300.jpg
Pretty/Handsome , movie , USA , Ryan Murphy , English , A married father of two tells his wife and teenage sons that he is transsexual. , N/A , Drama , 7.0 , 01 Jun 2008 , N/A , N/A , Joseph Fiennes  Carrie-Anne Moss  Blythe Danner  Robert Wagner , https://m.media-amazon.com/images/M/MV5BN2U3MTk2NzEtYWE1Mi00OTJiLWFhZTgtOWMzM2M0NWYyYTVjXkEyXkFqcGdeQXVyMjM3ODA2NDQ@._V1_SX300.jpg
The Assassination of Jesse James by the Coward Robert Ford , movie , USA  Canada  UK , Andrew Dominik , English  Danish , Robert Ford  who's idolized Jesse James since childhood  tries hard to join the reforming gang of the Missouri outlaw  but gradually becomes resentful of the bandit leader. , 68 , Biography  Crime  Drama  History  Western , 7.5 , 19 Oct 2007 , R , Nominated for 2 Oscars. Another 25 wins & 66 nominations. , Brad Pitt  Mary-Louise Parker  Brooklynn Proulx  Dustin Bollinger , https://m.media-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_SX300.jpg
A Mighty Heart , movie , USA  UK , Michael Winterbottom , English  French  Urdu  Arabic , Mariane Pearl embarks on a frantic search to locate her journalist husband  Daniel  when he goes missing in Pakistan. , 74 , Biography  Drama  History  Thriller  War , 6.6 , 22 Jun 2007 , R , Nominated for 1 Golden Globe. Another 4 wins & 17 nominations. , Dan Futterman  Angelina Jolie  Archie Panjabi  Mohammed Afzal , https://m.media-amazon.com/images/M/MV5BMTg4OTk0NDc3MV5BMl5BanBnXkFtZTcwOTU0ODc0MQ@@._V1_SX300.jpg
The Tehuacan Project , movie , USA , Andrew Lauer , English , Young Lucia and Jesus  both deaf from preventable childhood disease  find their way to Tehuacan  Mexico where their dream for a life of sound might come true at Mexico's first school for the deaf. , N/A , Short , 5.0 , 20 Mar 2007 , N/A , N/A , Adrien Brody  Esai Morales  Jesus Garcia  Emmanuel Bermendez , https://m.media-amazon.com/images/M/MV5BMTIwNzYwMDM0Ml5BMl5BanBnXkFtZTcwMTMzNDY0MQ@@._V1_SX300.jpg
Year of the Dog , movie , USA , Mike White , English , A secretary's life changes in unexpected ways after her dog dies. , 70 , Comedy  Drama , 6.1 , 11 May 2007 , PG-13 , 1 win & 1 nomination. , Molly Shannon  Laura Dern  Regina King  Tom McCarthy , https://m.media-amazon.com/images/M/MV5BMTgzOTcxMzg5OV5BMl5BanBnXkFtZTcwMzkzOTM0MQ@@._V1_SX300.jpg
Running with Scissors , movie , USA , Ryan Murphy , English , Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother  he's handed off to his mother's therapist  Dr. Finch  and spends his adolescent years as a member of Finch's bizarre extended family. , 52 , Comedy  Drama , 6.2 , 27 Oct 2006 , R , Nominated for 1 Golden Globe. Another 3 wins & 6 nominations. , Annette Bening  Brian Cox  Joseph Fiennes  Evan Rachel Wood , https://m.media-amazon.com/images/M/MV5BMTIwOTU2NjE0N15BMl5BanBnXkFtZTcwMTg2MDUzMQ@@._V1_SX300.jpg
The Departed , movie , USA , Martin Scorsese , English  Cantonese , An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston. , 85 , Crime  Drama  Thriller , 8.5 , 06 Oct 2006 , R , Won 4 Oscars. Another 94 wins & 139 nominations. , Leonardo DiCaprio  Matt Damon  Jack Nicholson  Mark Wahlberg , https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg
God Grew Tired of Us , movie , USA , Christopher Dillon Quinn  Tommy Walker(co-director) , English , Four boys from Sudan embark on a journey to America after years of wandering Sub-Saharan Africa in search of safety. , 72 , Documentary , 7.9 , 12 Jan 2007 , PG , 6 wins. , Panther Bior  John Bul Dau  Nicole Kidman  Daniel Abol Pach , https://m.media-amazon.com/images/M/MV5BMjk2OTIwMzUzOF5BMl5BanBnXkFtZTcwMDU3MzU0MQ@@._V1_SX300.jpg
Babylon , movie , USA , Damien Chazelle , English , Plot unknown. Rumored to be set in period Hollywood. , N/A , Drama , N/A , 25 Dec 2021 , N/A , N/A , Brad Pitt  Emma Stone , N/A
Ad Astra , movie , China  USA , James Gray , English  Japanese  Russian  Norwegian , Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now  30 years later  threatens the universe. , 80 , Adventure  Drama  Mystery  Sci-Fi  Thriller , 6.6 , 20 Sep 2019 , PG-13 , Nominated for 1 Oscar. Another 7 wins & 48 nominations. , Brad Pitt  Tommy Lee Jones  Ruth Negga  Donald Sutherland , https://m.media-amazon.com/images/M/MV5BZTllZTdlOGEtZTBmMi00MGQ5LWFjN2MtOGEyZTliNGY1MzFiXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
Once Upon a Time... in Hollywood , movie , USA  UK  China , Quentin Tarantino , English  German  Italian  Spanish , A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles. , 83 , Comedy  Drama , 7.7 , 26 Jul 2019 , R , Nominated for 10 Oscars. Another 108 wins & 298 nominations. , Leonardo DiCaprio  Brad Pitt  Margot Robbie  Emile Hirsch , https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg
The Jim Jefferies Show , series , USA , N/A , English , No-holds-barred Aussie comedian Jim Jefferies hosts his satirical weekly U.S. talk show  covering the news  U.S. politics  pop culture  global issues and whatever else happens to be bothering him at the moment. , N/A , Comedy  News  Talk-Show , 7.1 , N/A , TV-14 , 1 nomination. , Jim Jefferies , https://m.media-amazon.com/images/M/MV5BMjEwNjc2NDI1M15BMl5BanBnXkFtZTgwODEyOTQ2MjI@._V1_SX300.jpg
Deadpool 2 , movie , USA , David Leitch , English  Cantonese  Spanish  Russian , Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool)  brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal  time-traveling cyborg Cable. , 66 , Action  Adventure  Comedy  Sci-Fi , 7.7 , 18 May 2018 , R , 6 wins & 50 nominations. , Ryan Reynolds  Josh Brolin  Morena Baccarin  Julian Dennison , https://m.media-amazon.com/images/M/MV5BNjk1Njk3YjctMmMyYS00Y2I4LThhMzktN2U0MTMyZTFlYWQ5XkEyXkFqcGdeQXVyODM2ODEzMDA@._V1_SX300.jpg
War Machine , movie , USA , David Mich�d , English  Pushto , An idiosyncratic general confronts opposition from enemies  allies  and bureaucrats while leading a massive rebuilding operation in Afghanistan. , 56 , Comedy  Drama  War , 6.0 , 26 May 2017 , TV-MA , 3 nominations. , Brad Pitt  Daniel Betts  John Magaro  Emory Cohen , https://m.media-amazon.com/images/M/MV5BMTcyMzgwNDE1M15BMl5BanBnXkFtZTgwMDAzMDM0MjI@._V1_SX300.jpg
