Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
Chef , movie , USA , Jon Favreau , English  Spanish , A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise  while piecing back together his estranged family. , 68 , Adventure  Comedy  Drama , 7.3 , 30 May 2014 , R , 2 wins & 4 nominations. , Jon Favreau  John Leguizamo  Bobby Cannavale  Emjay Anthony , https://m.media-amazon.com/images/M/MV5BMTY5NTYzNTA1M15BMl5BanBnXkFtZTgwODIwODU1MTE@._V1_SX300.jpg
Iron Man 3 , movie , USA , Shane Black , English , When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin  he starts an odyssey of rebuilding and retribution. , 62 , Action  Adventure  Sci-Fi , 7.2 , 03 May 2013 , PG-13 , Nominated for 1 Oscar. Another 20 wins & 62 nominations. , Robert Downey Jr.  Gwyneth Paltrow  Don Cheadle  Guy Pearce , https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_SX300.jpg
The Avengers , movie , USA , Joss Whedon , English  Russian  Hindi , Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity. , 69 , Action  Adventure  Sci-Fi , 8.0 , 04 May 2012 , PG-13 , Nominated for 1 Oscar. Another 38 wins & 79 nominations. , Robert Downey Jr.  Chris Evans  Mark Ruffalo  Chris Hemsworth , https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Sherlock Holmes: A Game of Shadows , movie , USA  UK , Guy Ritchie , English  French  Italian  German  Romany , Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty  who is carrying out a string of random crimes across Europe. , 48 , Action  Adventure  Crime  Mystery  Thriller , 7.5 , 16 Dec 2011 , PG-13 , 3 wins & 11 nominations. , Robert Downey Jr.  Jude Law  Noomi Rapace  Rachel McAdams , https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg
Due Date , movie , USA , Todd Phillips , English  Spanish , High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time. , 51 , Comedy  Drama , 6.5 , 05 Nov 2010 , R , 7 nominations. , Robert Downey Jr.  Zach Galifianakis  Michelle Monaghan  Jamie Foxx , https://m.media-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg
Love & Distrust , movie , USA , Lorraine Bracco  Daisy Gili  Eric Kmetz  Warner Loughlin  Diana Valentine  Darcy Yuille , English , Tale of the passions and perils of love in all its forms. Five unique short films that focus on the lives of a group of beautiful yet troubled twenty-somethings  this compilation explores ... , N/A , Drama  Romance , 3.6 , 02 Nov 2010 , R , N/A , Robert Pattinson  Talulah Riley  David Burke  Anna Calder-Marshall , https://m.media-amazon.com/images/M/MV5BYzdlMGM1MGUtNzE5NS00OTJjLWE3ZmUtNGZiNWU0NmE3ZDhmXkEyXkFqcGdeQXVyODUxNjcxNjE@._V1_SX300.jpg
Iron Man 2 , movie , USA , Jon Favreau , English  French  Russian , With the world now aware of his identity as Iron Man  Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy. , 57 , Action  Adventure  Sci-Fi , 7.0 , 07 May 2010 , PG-13 , Nominated for 1 Oscar. Another 7 wins & 43 nominations. , Robert Downey Jr.  Gwyneth Paltrow  Don Cheadle  Scarlett Johansson , https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg
Sherlock Holmes , movie , USA  Germany  UK , Guy Ritchie , English  French , Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England. , 57 , Action  Adventure  Crime  Mystery  Thriller , 7.6 , 25 Dec 2009 , PG-13 , Nominated for 2 Oscars. Another 10 wins & 29 nominations. , Robert Downey Jr.  Jude Law  Rachel McAdams  Mark Strong , https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg
The Soloist , movie , UK  France  USA , Joe Wright , English , A newspaper journalist discovers a homeless musical genius and tries to improve his situation. , 61 , Biography  Drama  Music , 6.7 , 24 Apr 2009 , PG-13 , 1 win & 3 nominations. , Jamie Foxx  Robert Downey Jr.  Catherine Keener  Tom Hollander , https://m.media-amazon.com/images/M/MV5BMjExODQ3MTI5Nl5BMl5BanBnXkFtZTcwMDEyMTQ5MQ@@._V1_SX300.jpg
Tropic Thunder: Rain of Madness , movie , USA , N/A , English , A behind-the-scenes mockumentary of Tropic Thunder (2008). , N/A , Short  Comedy , 7.3 , 01 Aug 2008 , Not Rated , N/A , Jack Black  Steve Coogan  Robert Downey Jr.  Bill Hader , https://m.media-amazon.com/images/M/MV5BMTc2ODI3ODU2OF5BMl5BanBnXkFtZTcwOTk5NTEzMg@@._V1_SX300.jpg
Tropic Thunder , movie , USA  UK  Germany , Ben Stiller , English  Mandarin , Through a series of freak occurrences  a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying. , 71 , Action  Comedy  War , 7.0 , 13 Aug 2008 , R , Nominated for 1 Oscar. Another 10 wins & 46 nominations. , Jeff Kahn  Robert Downey Jr.  Anthony Ruivivar  Jack Black , https://m.media-amazon.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_SX300.jpg
The Incredible Hulk , movie , USA , Louis Leterrier , English  Portuguese  Spanish , Bruce Banner  a scientist on the run from the U.S. Government  must find a cure for the monster he turns into  whenever he loses his temper. , 61 , Action  Adventure  Sci-Fi , 6.7 , 13 Jun 2008 , PG-13 , 1 win & 8 nominations. , Edward Norton  Liv Tyler  Tim Roth  William Hurt , https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg
Iron Man , game , USA  Canada , Jeffrey Tseng , English , Tony Stark  gets kidnapped and forced to build a devastating weapon. Instead  he builds a high-tech suit of armor and escapes captivity. When he uncovers a nefarious plot with global implications  he vows to protect the world as Iron Man. , N/A , Action  Adventure  Crime  Fantasy  Sci-Fi  Thriller , 6.7 , 02 May 2008 , N/A , N/A , Robert Downey Jr.  Terrence Howard  Shaun Toub  Dimitri Diatchenko , https://m.media-amazon.com/images/M/MV5BNjMwNDkwNDctYjQ0MS00OTdlLWE0MmEtYzdjOGNmYmRhZDhmXkEyXkFqcGdeQXVyNjQ1Njk4MzM@._V1_SX300.jpg
Iron Man , movie , USA , Jon Favreau , Hungarian  Kurdish  Hindi  English  Persian  Urdu  Arabic , After being held captive in an Afghan cave  billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. , 79 , Action  Adventure  Sci-Fi , 7.9 , 02 May 2008 , PG-13 , Nominated for 2 Oscars. Another 21 wins & 65 nominations. , Robert Downey Jr.  Terrence Howard  Jeff Bridges  Gwyneth Paltrow , https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg
Charlie Bartlett , movie , USA , Jon Poll , English , A rich kid becomes the self-appointed psychiatrist to the student body of his new high school. , 54 , Comedy  Drama  Romance , 7.0 , 22 Feb 2008 , R , 1 win. , Anton Yelchin  Robert Downey Jr.  Hope Davis  Kat Dennings , https://m.media-amazon.com/images/M/MV5BMTUyNTgyNDI2NF5BMl5BanBnXkFtZTcwOTA2NTg1MQ@@._V1_SX300.jpg
Lucky You , movie , USA  Germany  Australia , Curtis Hanson , English  Spanish , A hotshot poker player tries to win a tournament in Vegas  but is fighting a losing battle with his personal problems. , 49 , Drama  Romance  Sport , 5.9 , 04 May 2007 , PG-13 , 2 nominations. , Phyllis Somerville  Eric Bana  Horatio Sanz  Drew Barrymore , https://m.media-amazon.com/images/M/MV5BNzcyMzgwNzU2N15BMl5BanBnXkFtZTcwMDcyODYzMw@@._V1_SX300.jpg
Vanity Fair: Killers Kill  Dead Men Die , movie , USA , Annie Leibovitz , English , The most ambitious portfolio in the thirteen-year history of Vanity Fair's Hollywood Issue  this year's homage to noir had its own dramatic imperatives. , N/A , Short , 5.3 , 01 Mar 2007 , N/A , N/A , Amy Adams  Ben Affleck  Jessica Alba  Pedro Almod�var , https://m.media-amazon.com/images/M/MV5BNmU3YmVmNzItNjg2MS00ZGQ1LWEyM2QtMTNlZWMwMmVhOWZmXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg
Zodiac , movie , USA , David Fincher , English , In the late 1960s/early 1970s  a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer  an unidentified individual who terrorizes Northern California with a killing spree. , 78 , Crime  Drama  Mystery  Thriller , 7.7 , 02 Mar 2007 , R , 3 wins & 70 nominations. , Jake Gyllenhaal  Mark Ruffalo  Anthony Edwards  Robert Downey Jr. , https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Fur: An Imaginary Portrait of Diane Arbus , movie , USA , Steven Shainberg , English , Turning her back on her wealthy  established family  Diane Arbus falls in love with Lionel Sweeney  an enigmatic mentor who introduces Arbus to the marginalized people who help her become one of the most revered photographers of the twentieth century. , 50 , Biography  Drama  Romance  Thriller , 6.5 , 20 Oct 2006 , R , 2 wins. , Nicole Kidman  Robert Downey Jr.  Ty Burrell  Harris Yulin , https://m.media-amazon.com/images/M/MV5BNjg2MTM0NTIxOF5BMl5BanBnXkFtZTcwNDkzMDgzMQ@@._V1_SX300.jpg
A Scanner Darkly , movie , USA , Richard Linklater , English , An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result. , 73 , Animation  Crime  Drama  Mystery  Sci-Fi  Thriller , 7.1 , 28 Jul 2006 , R , 4 wins & 19 nominations. , Rory Cochrane  Robert Downey Jr.  Mitch Baker  Keanu Reeves , https://m.media-amazon.com/images/M/MV5BOTc2ZGI2MzEtODlkNC00MGQ4LTlkYjQtMDU0YTg1YTI0NDI1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
The Shaggy Dog , movie , USA , Brian Robbins , English , A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog. , 43 , Comedy  Family  Fantasy , 4.4 , 10 Mar 2006 , PG , 2 wins & 5 nominations. , Tim Allen  Kristin Davis  Zena Grey  Spencer Breslin , https://m.media-amazon.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1_SX300.jpg
A Guide to Recognizing Your Saints , movie , USA , Dito Montiel , English  Spanish , The movie is a coming-of-age drama about a boy growing up in Astoria  New York during the 1980s. As his friends end up dead  on drugs  or in prison. He comes to believe he has been saved from their fates by various so-called saints. , 67 , Crime  Drama , 7.0 , 13 Oct 2006 , R , 7 wins & 9 nominations. , Dianne Wiest  Robert Downey Jr.  Shia LaBeouf  Melonie Diaz , https://m.media-amazon.com/images/M/MV5BMjAxNzMzNzkyOF5BMl5BanBnXkFtZTYwMzM2ODc3._V1_SX300.jpg
Family Guy , series , USA , N/A , English  Portuguese , In a wacky Rhode Island town  a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another. , N/A , Animation  Comedy , 8.1 , 31 Jan 1999 , TV-14 , Won 9 Primetime Emmys. Another 27 wins & 97 nominations. , Seth MacFarlane  Alex Borstein  Seth Green  Mila Kunis , https://m.media-amazon.com/images/M/MV5BODEwZjEzMjAtNjQxMy00Yjc4LWFlMDAtYjhjZTAxNDU3OTg3XkEyXkFqcGdeQXVyOTM2NTM4MjA@._V1_SX300.jpg
Good Night  and Good Luck. , movie , USA  France  UK  Japan , George Clooney , English , Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy. , 80 , Biography  Drama  History , 7.4 , 04 Nov 2005 , PG , Nominated for 6 Oscars. Another 38 wins & 121 nominations. , Jeff Daniels  David Strathairn  Alex Borstein  Rose Abdoo , https://m.media-amazon.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_SX300.jpg
Kiss Kiss Bang Bang , movie , USA , Shane Black , English , A murder mystery brings together a private eye  a struggling actress  and a thief masquerading as an actor. , 72 , Action  Comedy  Crime  Mystery  Thriller , 7.5 , 18 Nov 2005 , R , 5 wins & 16 nominations. , Robert Downey Jr.  Val Kilmer  Michelle Monaghan  Corbin Bernsen , https://m.media-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg
Game 6 , movie , USA , Michael Hoffman , English  Mandarin  Hindi , Combining real and fictional events  this movie centers around the historic 1986 World Series  and a day in the life of a playwright who skips opening night to watch the momentous game. , 56 , Comedy  Drama  Sport , 5.8 , 01 Jan 2005 , R , N/A , Michael Keaton  Robert Downey Jr.  Ari Graynor  Bebe Neuwirth , https://m.media-amazon.com/images/M/MV5BMTkwMTgwODMxMl5BMl5BanBnXkFtZTcwNDU0MjIzMQ@@._V1_SX300.jpg
The Route V50 , movie , USA , Stephen Frears , English , A man looking for "confidence" finds himself stranded in a desert town populated by himself and a Volvo station wagon. This short film is the long form of a commercial made during a time when "story ads" were in vogue. , N/A , Short  Sci-Fi , 8.0 , N/A , N/A , N/A , Robert Downey Jr. , N/A
Eros , movie , USA  Italy  Hong Kong  France  Luxembourg  UK , Michelangelo Antonioni  Steven Soderbergh  Kar-Wai Wong , Mandarin  English  Italian , Three short films  one each from Directors Michelangelo Antonioni  Steven Soderbergh  and Wong Kar Wai  address the themes of love and sex. , 51 , Drama  Romance , 6.0 , 03 Dec 2004 , R , 1 win. , Li Gong  Chen Chang  Feng Tien  Chun-Luk Chan , https://m.media-amazon.com/images/M/MV5BMTk2MjQ2NTAzOV5BMl5BanBnXkFtZTcwMTg5NzgyMQ@@._V1_SX300.jpg
Gothika , movie , USA  France  Canada  Spain , Mathieu Kassovitz , English , A depressed female psychiatrist wakes up as a patient in the asylum where she worked  with no memory of why she is there or what she has done. , 38 , Horror  Mystery  Thriller , 5.8 , 21 Nov 2003 , R , 3 wins & 7 nominations. , Halle Berry  Robert Downey Jr.  Charles S. Dutton  John Carroll Lynch , https://m.media-amazon.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1_SX300.jpg
Whatever We Do , movie , USA , Kevin Connolly , English , Twenty margaritas and 10 shots of tequila  with a few ounces of debauchery  bring four friends closer to the truth than they have been for years. , N/A , Short , 6.3 , 01 Jan 2003 , N/A , N/A , Tim Roth  Robert Downey Jr.  Amanda Peet  Zooey Deschanel , N/A
The Singing Detective , movie , USA , Keith Gordon , English , From his hospital bed  a writer suffering from a skin disease hallucinates musical numbers and paranoid plots. , 45 , Comedy  Crime  Musical  Mystery , 5.5 , 14 Nov 2003 , R , 1 win & 3 nominations. , Robert Downey Jr.  Robin Wright  Mel Gibson  Jeremy Northam , https://m.media-amazon.com/images/M/MV5BMjE0NTExOTA2Ml5BMl5BanBnXkFtZTcwOTIyNTAwMQ@@._V1_SX300.jpg
Ally McBeal , series , USA , N/A , English , Follows the personal and professional life of lawyer Ally. , N/A , Comedy  Drama  Fantasy  Music  Romance , 6.8 , 08 Sep 1997 , TV-PG , Won 4 Golden Globes. Another 39 wins & 115 nominations. , Calista Flockhart  Greg Germann  Jane Krakowski  Vonda Shepard , https://m.media-amazon.com/images/M/MV5BMTg1NTI0MTUxMl5BMl5BanBnXkFtZTcwODE1MzgyMQ@@._V1_SX300.jpg
Lethargy , movie , USA , David Gelb  Joshua Safdie , English , A post-modern dark-comedy about a lazy teenage male who struggles to find his element. He is helped along the way by an animal therapist (Robert Downey Jr.) and a store clerk (Edward Burns). , N/A , Short , 6.5 , 01 Feb 2002 , N/A , 1 win. , Robert Downey Jr.  Edward Burns  David Gelb , N/A
Bob Dylan: Things Have Changed , movie , USA , Curtis Hanson , English , N/A , N/A , Short  Music , N/A , 01 May 2000 , N/A , N/A , Michael Douglas  Robert Downey Jr.  Bob Dylan  Katie Holmes , https://m.media-amazon.com/images/M/MV5BZDUzZTQwYzktODA0My00NWEwLThmMWUtZWJlYjU0NmUzNDdkXkEyXkFqcGdeQXVyMjQ0NzE0MQ@@._V1_SX300.jpg
Auto Motives , movie , USA , Lorraine Bracco , English , N/A , N/A , Comedy  Short , 4.7 , 05 Mar 2000 , N/A , N/A , James Cameron  Robert Downey Jr.  Scott Gorman  Josh Hopkins , N/A
Wonder Boys , movie , USA  Germany  UK  Japan , Curtis Hanson , English , An English Professor tries to deal with his wife leaving him  the arrival of his editor who has been waiting for his book for seven years  and the various problems that his friends and associates involve him in. , 73 , Comedy  Drama , 7.3 , 25 Feb 2000 , R , Won 1 Oscar. Another 20 wins & 46 nominations. , Michael Douglas  Tobey Maguire  Frances McDormand  Robert Downey Jr. , https://m.media-amazon.com/images/M/MV5BZGFlZDI5OGMtMmVhMS00NTQxLTgzZmEtZDJlMGVjNWViZThmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Black & White , movie , USA , James Toback , English , A group of white high school teens become involved with Harlem's black hip-hop crowd. , 47 , Crime  Drama  Music , 4.9 , 05 Apr 2000 , R , N/A , Scott Caan  Robert Downey Jr.  Stacy Edwards  Allan Houston , https://m.media-amazon.com/images/M/MV5BNWFkOTA5NDYtMWQyMi00OTA1LWE1ZTgtMTk3ZDg1ODcwOWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Bowfinger , movie , USA , Frank Oz , English , When a desperate movie producer fails to get a major star for his bargain basement film  he decides to shoot the film secretly around him. , 71 , Comedy , 6.4 , 13 Aug 1999 , PG-13 , 6 nominations. , Steve Martin  Eddie Murphy  Heather Graham  Christine Baranski , https://m.media-amazon.com/images/M/MV5BYTJlNzcyMjctOGE5Mi00MzU4LWI1MzUtOGZiYzZlMzYxZmFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Friends & Lovers , movie , USA , George Haas , English , Friends for ten years  a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad ... , N/A , Drama  Romance  Comedy , 4.5 , 16 Apr 1999 , R , N/A , Stephen Baldwin  Danny Nucci  George Newbern  Alison Eastwood , https://m.media-amazon.com/images/M/MV5BMjEzMDExNzU3MF5BMl5BanBnXkFtZTcwNzM3NTc0MQ@@._V1._CR21 16 317 460_SY132_CR1 0 89 132_AL_.jpg_V1_SX300.jpg
In Dreams , movie , USA , Neil Jordan , English , A suburban housewife learns that she has a dreamworld connection to a serial murderer  and must stop him from killing again. , N/A , Drama  Fantasy  Thriller , 5.5 , 15 Jan 1999 , R , 1 win. , Annette Bening  Katie Sagona  Aidan Quinn  Robert Downey Jr. , https://m.media-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
U.S. Marshals , movie , USA , Stuart Baird , English , U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan  who has been accused of a double-murder. , 47 , Action  Crime  Thriller , 6.5 , 06 Mar 1998 , PG-13 , 1 nomination. , Tommy Lee Jones  Wesley Snipes  Robert Downey Jr.  Joe Pantoliano , https://m.media-amazon.com/images/M/MV5BZTNiYTUwMDgtY2M4My00ZDAwLWIyYWYtYjM0ODBkNGRmMzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
The Gingerbread Man , movie , USA , Robert Altman , English , A lawyer uses his power to help his lover put her father behind bars  but when he escapes  they are all in danger. , 65 , Crime  Mystery  Thriller , 5.7 , 23 Jan 1998 , R , N/A , Kenneth Branagh  Embeth Davidtz  Robert Downey Jr.  Daryl Hannah , https://m.media-amazon.com/images/M/MV5BMTY2MmI1NzYtZTAzMi00OWZiLThmYjMtZTE4YjY3MzA5YmQ1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
Hugo Pool , movie , USA , Robert Downey Sr. , English , Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease. , N/A , Comedy  Romance , 5.1 , 12 Dec 1997 , R , 1 nomination. , Alyssa Milano  Mark Boone Junior  Malcolm McDowell  Brendan Dawson , https://m.media-amazon.com/images/M/MV5BYjk2ZWJmNTctMGYwZC00NmVhLWFkZjctMTc3ZmY0NjRmYjZkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Two Girls and a Guy , movie , USA , James Toback , English , 2 girls wait outside a young actor's door and find out he's had them both as "only" girlfriend the last 10 months. They wait inside after breaking in. When Blake comes home he just can't stop lying but they stay. , 66 , Comedy  Drama , 5.5 , 24 Apr 1998 , R , N/A , Natasha Gregson Wagner  Heather Graham  Angel David  Frederique Van Der Wal , https://m.media-amazon.com/images/M/MV5BMTQ1MDIzNjMzMV5BMl5BanBnXkFtZTcwNTY0NDkxMQ@@._V1_SX300.jpg
