Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
Always Kabhi Kabhi , movie , India , Roshan Abbas , Hindi& English , A story centered on four students coming of age during a year at their school & St. Marks. , N/A , Comedy& Crime& Drama& Romance , 4.0 , 17 Jun 2011 , Not Rated , N/A , Lillete Dubey& Satyajeet Dubey& Ali Fazal& Manoj Joshi , https://m.media-amazon.com/images/M/MV5BOWVkNWM1ZTYtOTU3My00OGIxLWI2MmEtZmYyZGIxMTIwY2MzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
My Name Is Khan , movie , India& USA& United Arab Emirates , Karan Johar , Hindi& Urdu& English , An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey. , 50 , Drama , 8.0 , 12 Feb 2010 , PG-13 , 10 wins & 11 nominations. , Shah Rukh Khan& Kajol& Katie A. Keane& Kenton Duty , https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_SX300.jpg
Dulha Mil Gaya , movie , India , Mudassar Aziz , Hindi& Urdu& Punjabi& English , A man marries so he can inherit his father's wealth. , N/A , Comedy& Drama& Romance , 4.2 , 08 Jan 2010 , N/A , N/A , Sushmita Sen& Fardeen Khan& Ishita Sharma& Shah Rukh Khan , https://m.media-amazon.com/images/M/MV5BMTYxNDY3MjAyN15BMl5BanBnXkFtZTcwMTM3NTk5Mw@@._V1_SX300.jpg
Aao Wish Karein , movie , India , Glen Barreto , Hindi& English , Smitten by a 22-year old woman & a 12-year old boy's wish to be older comes true. , N/A , Comedy& Drama& Fantasy , 5.3 , 13 Nov 2009 , N/A , N/A , Aftab Shivdasani& Aamna Sharif& Rati Agnihotri& Tiku Talsania , https://m.media-amazon.com/images/M/MV5BNWNkYTUzNjQtMmJmMC00MTkzLWE2YmQtM2M1ZGJjMDhjNTI5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Billu , movie , India , Priyadarshan , Hindi& Awadhi , In an Indian village & a struggling barber sees his luck begin to turn when residents learn that a famous actor he once knew is coming to town. , N/A , Comedy& Drama , 6.1 , 13 Feb 2009 , Not Rated , N/A , Irrfan Khan& Lara Dutta& Om Puri& Asrani , https://m.media-amazon.com/images/M/MV5BYWI0MGZlNWYtMmZhMS00ZDIwLTg3N2ItNTgxNWIyOTY1YTNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Rab Ne Bana Di Jodi , movie , India , Aditya Chopra , Hindi , A breathtaking & goose flesh igniting & awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani. , N/A , Comedy& Drama& Music& Romance , 7.2 , 12 Dec 2008 , Not Rated , 4 wins & 12 nominations. , Shah Rukh Khan& Anushka Sharma& Vinay Pathak& M.K. Raina , https://m.media-amazon.com/images/M/MV5BNjk5MzcxZWQtMzkwMC00OTViLTgzNzctZTIyMTE5ZDY4ZDU1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Kismat Konnection , movie , India , Aziz Mirza , Hindi , A luckless architect discovers a social activist to be his lucky charm. Unfortunately & she's protecting the community center he's aiming to win a contract to tear down. , N/A , Comedy& Drama& Romance , 5.2 , 18 Jul 2008 , N/A , N/A , Shahid Kapoor& Vidya Balan& Vishal Malhotra& Om Puri , https://m.media-amazon.com/images/M/MV5BNTU2MTUwMjU2NV5BMl5BanBnXkFtZTcwOTE5NTk5Mw@@._V1_SX300.jpg
Bhoothnath , movie , India , Vivek Sharma , Hindi , Moving into a new house & a family witnesses an unfriendly ghost who wants to drive them away from the house. However & he befriends a little boy who changes his outlook forever. , N/A , Comedy& Drama& Family& Fantasy , 6.3 , 09 May 2008 , TV-Y7 , 1 nomination. , Amitabh Bachchan& Juhi Chawla& Satish Shah& Rajpal Yadav , https://m.media-amazon.com/images/M/MV5BZjE4M2ZlZjEtYmRjMS00YzUzLTgzZmItZjZhNjk1N2RjMTg0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Shaurya: It Takes Courage to Make Right... Right , movie , India , Samar Khan , Hindi , A army lawyer goes out of his way to defend an army officer charged with the homicide of a decorated officer. , N/A , Crime& Drama& Thriller , 7.3 , 04 Apr 2008 , Not Rated , N/A , Rahul Bose& Javed Jaffrey& Minissha Lamba& Seema Biswas , https://m.media-amazon.com/images/M/MV5BMzQwMDIyYTUtNDJhNi00N2RlLWEyNTctNDFjZTk0NTIwYzNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Om Shanti Om , movie , India , Farah Khan , Hindi& Urdu , In the 1970s & Om & an aspiring actor & is murdered & but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti & the love of his previous life. , N/A , Action& Comedy& Drama& Musical& Romance& Thriller , 6.7 , 09 Nov 2007 , PG-13 , 35 wins & 24 nominations. , Shah Rukh Khan& Arjun Rampal& Kiron Kher& Shreyas Talpade , https://m.media-amazon.com/images/M/MV5BZDQxM2RkZDItNDFkMi00NTVkLTlhNTUtNzM1MzkxNWZjYjQ2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg
Heyy Babyy , movie , India , Sajid Khan , Hindi , Three bachelors who are compulsive womanizers find their lives turned upside down when a baby is left at their doorstep. The trio suspect each other of being the father. , N/A , Comedy& Drama , 6.0 , 24 Aug 2007 , Not Rated , N/A , Juanna Sanghvi& Akshay Kumar& Fardeen Khan& Riteish Deshmukh , https://m.media-amazon.com/images/M/MV5BMTY1OTc2MTY3M15BMl5BanBnXkFtZTgwMDgxMTA2MDE@._V1_SX300.jpg
Chak de! India , movie , India , Shimit Amin , Hindi , Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds. , 68 , Drama& Family& Sport , 8.2 , 10 Aug 2007 , Not Rated , 28 wins & 13 nominations. , Shah Rukh Khan& Vidya Malvade& Sagarika Ghatge& Shilpa Shukla , https://m.media-amazon.com/images/M/MV5BMTUzODMyNzk4NV5BMl5BanBnXkFtZTgwNTk1NTYyNTM@._V1_SX300.jpg
I See You , movie , India , Vivek b Agrawal , Hindi& German , Dr. Shivani Dutt lives a wealthy lifestyle in London & England & along with her widowed mom & and a dog named Kaali. She works at the Thomwell Hospital. One day she notices that some of her ... , N/A , Comedy& Drama& Fantasy& Romance , 4.1 , 29 Dec 2006 , Not Rated , N/A , Arjun Rampal& Vipasha Agarwal& Chunky Pandey& Boman Irani , https://m.media-amazon.com/images/M/MV5BMjgzNTYxOWItOWNlNS00MjU5LWFmOTItZmM4NzljNTliOGUzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Don , movie , India , Farhan Akhtar , Hindi , A simple man & Vijay & is recruited by a police officer to masquerade as Don & the leader of an international gang of smugglers. But things go wrong when the officer is killed and Vijay is left to fend for himself. , N/A , Action& Crime& Thriller , 7.2 , 20 Oct 2006 , Not Rated , 1 win & 10 nominations. , Shah Rukh Khan& Priyanka Chopra& Arjun Rampal& Isha Koppikar , https://m.media-amazon.com/images/M/MV5BMzAyMWE0MjgtMDVjNS00ZDMyLWE4NjQtNWU2ZDgyYTlmMjdjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Kabhi Alvida Naa Kehna , movie , India , Karan Johar , Hindi& English , Dev & a former football player is married to Rhea & a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi & an outgoing event planner. These couples' lives intersect and they each question their own marriage. , N/A , Drama& Romance , 6.1 , 11 Aug 2006 , R , 8 wins & 22 nominations. , Amitabh Bachchan& Shah Rukh Khan& Abhishek Bachchan& Rani Mukerji , https://m.media-amazon.com/images/M/MV5BNjllNTM0ZWQtMDMyOS00Yzc5LWFlNGYtNTA3MzY0ZjY5YWRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Alag: He Is Different.... He Is Alone... , movie , India , Ashu Trikha , Hindi , An odd orphan boy is forced to use his secret super powers when his new classmates bully him. A scientist abducts him to use the boy's powers for his own evil gains. , N/A , Action& Drama& Fantasy& Sci-Fi& Thriller , 3.8 , 16 Jun 2006 , N/A , N/A , Akshay Kapoor& Dia Mirza& Yatin Karyekar& Jayant Kripalani , https://m.media-amazon.com/images/M/MV5BYWJhNGYxOWYtODM4MC00NzI0LTg0OTQtNWM0MjQ4OTQ4YjNkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Kar Le Kar Le Koi Dhamaal , movie , India , N/A , Hindi , N/A , N/A , Short& Musical , N/A , 01 Jan 2006 , N/A , N/A , Shah Rukh Khan , N/A
Paheli , movie , India , Amol Palekar , Hindi , A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman. , N/A , Drama& Fantasy& Romance , 6.5 , 24 Jun 2005 , Not Rated , 5 wins & 12 nominations. , Shah Rukh Khan& Rani Mukerji& Anupam Kher& Naseeruddin Shah , https://m.media-amazon.com/images/M/MV5BMjNmMDJjZWEtMTRjMS00YzMwLWI2NzMtYjY3YjA2NzY3ZWViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Silsiilay , movie , India , Khalid Mohamed , Hindi , A group of women find solidarity with each other as they negotiate their complicated love-lives. , N/A , Drama , 4.2 , 17 Jun 2005 , Not Rated , N/A , Tabu& Bhoomika Chawla& Riya Sen& Celina Jaitly , https://m.media-amazon.com/images/M/MV5BZmY4MjQ2NTAtMmJiZC00YjNkLThhYTMtZmVhMzA1M2M0OTI4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Kaal , movie , India , Soham Shah , Hindi , A tiger expert & his wife & two tourists and a village chief engage in a battle for survival against supernatural beasts within Jim Corbett National Wildlife Park. , N/A , Adventure& Horror& Mystery& Sci-Fi& Thriller , 4.6 , 29 Apr 2005 , Not Rated , 2 nominations. , Ajay Devgn& Vivek Oberoi& John Abraham& Lara Dutta , https://m.media-amazon.com/images/M/MV5BMzcwZTliMDMtYTRiZi00MTY0LTkwM2UtZTM2MmQ0NDA3MTgxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Swades , movie , India , Ashutosh Gowariker , Hindi& English , A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots. , N/A , Drama , 8.2 , 17 Dec 2004 , Not Rated , 12 wins & 23 nominations. , Shah Rukh Khan& Gayatri Joshi& Kishori Ballal& Smit Sheth , https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Veer-Zaara , movie , India , Yash Chopra , Hindi& Urdu& Punjabi , Veer-Zaara is a saga of love & separation & courage and sacrifice. A love story that is an inspiration and will remain a legend forever. , 67 , Drama& Family& Musical& Romance , 7.8 , 12 Nov 2004 , Not Rated , 26 wins & 29 nominations. , Shah Rukh Khan& Preity Zinta& Rani Mukerji& Kiron Kher , https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
I'm Always Here , movie , India , Farah Khan , Hindi , An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant & and to find his estranged half-brother. , N/A , Action& Comedy& Drama& Musical& Romance& Thriller , 7.0 , 30 Apr 2004 , Not Rated , 8 wins & 34 nominations. , Shah Rukh Khan& Sushmita Sen& Sunil Shetty& Zayed Khan , https://m.media-amazon.com/images/M/MV5BODVkNjU4NGMtODMwNi00ZWU4LWI3ZmYtNjgxNzIyNjY5MmI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Yeh Lamhe Judaai Ke , movie , India , Birendra Nath Tiwari , Hindi , Dushyant and Jaya are childhood friends. In spite of his family's poverty & Dushyant has one great ambition in life: to become a successful singer. Jaya encourages him all she can and helps ... , N/A , Drama& Mystery& Romance& Thriller , 4.3 , 09 Apr 2004 , N/A , N/A , Shah Rukh Khan& Raveena Tandon& Navneet Nishan& Avtar Gill , https://m.media-amazon.com/images/M/MV5BNDRiY2NhMzQtN2YyOS00YzJlLWIxNDQtYTA2YzRlODdmZDZkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Kal Ho Naa Ho , movie , India , Nikkhil Advani , Hindi& Urdu& Gujarati& Punjabi , Naina & an introverted & perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit & Naina's best friend who conceals his love for her. , 54 , Comedy& Drama& Romance , 8.0 , 28 Nov 2003 , Not Rated , 39 wins & 41 nominations. , Shah Rukh Khan& Preity Zinta& Saif Ali Khan& Jaya Bachchan , https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg
Chalte Chalte , movie , India , Aziz Mirza , Hindi , A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever. , N/A , Drama& Romance , 6.5 , 13 Jun 2003 , Not Rated , 15 nominations. , Shah Rukh Khan& Rani Mukerji& Jas Arora& Satish Shah , https://m.media-amazon.com/images/M/MV5BYzU4MjI2MjctMzExMC00NTAxLWFjZWMtODk2YzVjMzhkZmU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Saathiya , movie , India , Shaad Ali , Hindi , A couple elopes to get married and set up home hoping that just love will do the trick - but that's just the beginning of their story. , N/A , Drama& Family& Romance , 6.8 , 20 Dec 2002 , Not Rated , 14 wins & 5 nominations. , Vivek Oberoi& Rani Mukerji& Shah Rukh Khan& Tabu , https://m.media-amazon.com/images/M/MV5BN2ZhNzI2NWEtOGMxMC00M2RkLWEyMzctZjUyYzUzOWEzZTRiXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg
Shakthi: The Power , movie , India , Krishna Vamsi , Hindi& English , A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle. , N/A , Action& Drama , 6.0 , 20 Sep 2002 , N/A , 2 nominations. , Karisma Kapoor& Nana Patekar& Sanjay Kapoor& Jai Gidwani , https://m.media-amazon.com/images/M/MV5BYmE1ZjVjODQtZmY3MC00YTY4LTk4MzgtNzBhNTY0M2JhMDBhXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg
Hum Tumhare Hain Sanam , movie , India , K.S. Adiyaman , Hindi , Gopal's blissful married life with Radha blemishes when Radha gets obsessed with the career of her friend & Suraj & who is a singer. Ripped apart by jealousy & Gopal deserts Radha. , N/A , Drama& Romance , 5.4 , 24 May 2002 , Not Rated , N/A , Shah Rukh Khan& Madhuri Dixit& Salman Khan& Atul Agnihotri , https://m.media-amazon.com/images/M/MV5BNzA1Yjg4MGEtZGMzYy00ZmM0LWJjNjAtMmMxZTZiYTY0ZjJmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Devdas , movie , India , Sanjay Leela Bhansali , Hindi& Urdu& Bengali , After his wealthy family prohibits him from marrying the woman he is in love with & Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain. , N/A , Drama& Musical& Romance , 7.6 , 12 Jul 2002 , Not Rated , Nominated for 1 BAFTA Film Award. Another 57 wins & 7 nominations. , Shah Rukh Khan& Aishwarya Rai Bachchan& Madhuri Dixit& Jackie Shroff , https://m.media-amazon.com/images/M/MV5BY2QxMGM4Y2QtMGFmMy00ZjZkLWExMWQtNTY1Yjc0MDFjZjY0XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg
Kya Khoya Kya Paya , movie , India , N/A , Hindi , N/A , N/A , Short& Drama , N/A , 01 Jan 2002 , N/A , N/A , Shah Rukh Khan , N/A
Kabhi Khushi Kabhie Gham... , movie , India , Karan Johar , Hindi& English , After marrying a poor woman & rich Rahul is disowned by his father and moves to London to build a new life. Years later & his now grown up little brother Rohan embarks on a mission to bring Rahul back home and reunite the family again. , N/A , Drama& Musical& Romance , 7.4 , 14 Dec 2001 , Not Rated , 26 wins & 43 nominations. , Amitabh Bachchan& Jaya Bachchan& Shah Rukh Khan& Kajol , https://m.media-amazon.com/images/M/MV5BOTQ5Nzc3NzAtMzZlMS00ZWJjLWIxMGMtNDU4ZTQ1NmNjMjc5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Ashoka the Great , movie , India , Santosh Sivan , Hindi , The epic tale of King Asoka's life is recounted here. , N/A , Action& Biography& Drama& History& Romance& War , 6.7 , 26 Oct 2001 , R , 2 wins & 17 nominations. , Shah Rukh Khan& Kareena Kapoor& Danny Denzongpa& Rahul Dev , https://m.media-amazon.com/images/M/MV5BNjk3OTZmYWUtMDYwMy00Y2ZmLWEzMDYtOTg3YjQzNDNkM2E1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
One 2 Ka 4 , movie , India , Shashilal K. Nair , Hindi , When a cop's partner is killed in the line of duty & he assumed guardianship of his orphaned children while investigating the murder. , N/A , Action& Comedy& Crime& Drama& Thriller , 5.4 , 30 Mar 2001 , Not Rated , N/A , Shah Rukh Khan& Juhi Chawla& Jackie Shroff& Nirmal Pandey , https://m.media-amazon.com/images/M/MV5BMzhkMTA4ODMtM2UyOC00ZGZlLWFhMjUtMmExZGIyMjE4YjNkXkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_SX300.jpg
